Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
IT;;SAN CLEMENTE;43.9318, 12.6273;NO2;Arpae Emilia-Romagna;µg/m³;2.0;2020-05-06T09:00:00+10:00;Italy
US;Seattle-Tacoma-Bellevue;Kent-James & Central;47.386101, -122.230202;PM2.5;AirNow;µg/m³;4.0;2023-05-31T09:00:00+10:00;United States
IN;;Najafgarh, Delhi - DPCC;28.570173, 76.933762;PM2.5;caaqm;µg/m³;204.0;2022-10-31T10:45:00+10:00;India
CO;;GIR-SOSN - Girardota - S.O.S Aburrá Norte;6.3790379, -75.4509125;CO;Medellin;ppm;-9999.0;2019-10-25T06:00:00+10:00;Colombia
MX;Toluca;Ceboruco;19.260305555556, -99.645722222222;PM10;Sinaica Mexico;µg/m³;29.0;2023-08-10T08:00:00+10:00;Mexico
MX;Monterrey;San Bernabé;25.756944444444, -100.36583333333;SO2;Sinaica Mexico;ppm;0.0038;2023-08-10T09:00:00+10:00;Mexico
DE;;Sulzbach;49.299372999999996, 7.061679;NO2;EEA Germany;µg/m³;23.05;2017-03-01T19:00:00+10:00;Germany
ES;Huelva;ES0892A;37.1997699994825, -6.9202699999999995;NO2;EEA Spain;µg/m³;10.0;2023-08-10T07:00:00+10:00;Spain
TH;;Chulalongkorn Hospit;13.729852, 100.536501;SO2;AirNow;ppm;0.037;2019-08-02T11:00:00+10:00;Thailand
ZA;City of Johannesburg;Buccleugh-NAQI;-26.045, 28.098889;CO;South Africa;ppm;0.276;2023-05-30T12:00:00+10:00;South Africa
US;Youngstown-Warren-Boardman;Farrell;41.215, -80.485;PM2.5;AirNow;µg/m³;11.4;2023-05-29T20:00:00+10:00;United States
DE;Hessen;DEHE041;50.12458899999999, 8.691911;CO;EEA Germany;µg/m³;193.4898;2023-02-02T10:00:00+10:00;Germany
IT;Ravenna;IT1204A;44.42, 12.225556;NO2;EEA Italy;µg/m³;10.0;2023-08-10T08:00:00+10:00;Italy
US;Bangor;Bangor KPS;44.798859, -68.769676;PM2.5;AirNow;µg/m³;14.0;2019-05-01T21:00:00+10:00;United States
TR;Kahramanmaraş;Kahramanmaraş - Kent Meydanı;37.5824298921303, 36.9260052295117;CO;Turkiye;µg/m³;3362.12;2023-02-06T20:00:00+10:00;Turkey
AT;Niederösterreich;AT31413;48.0838888883553, 16.3302777777778;PM10;EEA Austria;µg/m³;4.0;2023-08-10T04:00:00+10:00;Austria
IT;Massa-Carrara;IT2241A;44.0311, 10.13276;PM2.5;EEA Italy;µg/m³;5.0;2023-08-09T10:00:00+10:00;Italy
IN;;Collectorate, Jodhpur - RSPCB;26.268249, 73.0193853;CO;caaqm;µg/m³;590.0;2022-10-31T11:45:00+10:00;India
AU;;Mallacoota;-37.56016, 149.7507;PM2.5;Australia - Victoria;µg/m³;1.0;2020-02-21T12:00:00+10:00;Australia
CA;;Fort MacKay West;56.9967, -111.5926;NO2;AirNow;ppm;0.005;2023-08-10T09:00:00+10:00;Canada
SK;Košický kraj;SK0042A;48.783332819468, 20.99223137;PM10;EEA Slovakia;µg/m³;4.8205;2023-05-17T21:00:00+10:00;Slovakia
SK;Žilinský kraj;SK0008A;49.0791664094688, 19.30252457;PM10;EEA Slovakia;µg/m³;17.4;2023-05-31T13:00:00+10:00;Slovakia
IN;;Vikas Sadan, Gurugram - HSPCB;28.4501238, 77.0263051;O3;caaqm;µg/m³;3.74;2022-10-31T12:00:00+10:00;India
US;KIOWA;Great Plains;34.745832, -98.967698;O3;AirNow;ppm;0.03;2022-06-14T13:00:00+10:00;United States
AT;Niederösterreich;AT30403;48.3922222194671, 16.522666622;O3;EEA Austria;µg/m³;67.446;2023-08-10T04:00:00+10:00;Austria
AT;Niederösterreich;AT31301;48.5786110994675, 16.5805556;O3;EEA Austria;µg/m³;66.149;2023-08-10T04:00:00+10:00;Austria
FR;Savoie;FR33105;45.569451889306, 5.93298617603727;NO;EEA France;µg/m³;0.6;2023-08-10T07:00:00+10:00;France
US;Cheyenne;Cheyenne Mobile;41.13, -104.75;NO2;AirNow;ppm;0.01;2016-12-06T00:00:00+10:00;United States
PL;Krzyżówka;Piaski, Krzyżówka;52.501388999999996, 17.773464;NO2;GIOS;µg/m³;11.1679;2022-10-05T05:00:00+10:00;Poland
ES;Agullana;Agullana;42.392002, 2.8420997;O3;catalonia-mediambient;µg/m³;70.0;2023-08-10T07:00:00+10:00;Spain
AE;Abu Al Abyad;E11+Road;24.035099, 53.88529;SO2;adairquality-ae;µg/m³;12.31;2023-07-13T18:00:00+10:00;United Arab Emirates
BR;;S.André-Paço Municipal;-23.6569942, -46.53091876;PM10;Sao Paulo;µg/m³;46.0;2017-10-28T04:00:00+10:00;Brazil
FR;Bouches-du-Rhône;FR02009;43.4002906312612, 4.79639276280504;SO2;EEA France;µg/m³;1.9;2022-01-07T12:00:00+10:00;France
ZA;City of Tshwane;Ekandustria;-25.689975, 28.713531;CO;South Africa;ppm;0.0;2023-02-08T15:00:00+10:00;South Africa
ZA;City of Tshwane;Booysens;-25.71365, 28.132096;NOX;South Africa;ppm;0.001337;2023-05-31T09:00:00+10:00;South Africa
NL;Oude Meer;Oude Meer-Aalsmeerderdijk;52.28, 4.77077;NO2;Netherlands;µg/m³;10.5;2023-08-10T09:00:00+10:00;Netherlands
IN;;North Campus, DU, Delhi - IMD;28.6573814, 77.1585447;PM2.5;caaqm;µg/m³;147.6;2022-10-31T12:00:00+10:00;India
CH;Zürich;CH0044A;47.4387321494652, 8.57011986;O3;EEA Switzerland;µg/m³;30.6569;2023-08-10T08:00:00+10:00;Switzerland
DE;Bayern;DEBY032;50.103135, 11.442591;NO;EEA Germany;µg/m³;0.81;2023-08-10T07:00:00+10:00;Germany
US;Philadelphia-Camden-Wilmington;Fair Hill;39.701099, -75.860001;O3;AirNow;ppm;0.051;2023-05-31T09:00:00+10:00;United States
ZA;Gert Sibande;eMbalenhle South;-26.570343, 29.07457;PM2.5;South Africa;µg/m³;2.772;2022-05-26T00:00:00+10:00;South Africa
CZ;Ústecký;CZ0ULTT;50.5408973693848, 14.119408607482901;PM10;EEA Czech Republic;µg/m³;2.8;2023-08-10T05:00:00+10:00;Czech Republic
CY;Ορμήδια - Βιομηχανικός Σταθμός;Ormidia - Industrial Station;34.9923, 33.779;NO2;Republic of Cyprus Department of Labor Inspection;µg/m³;16.8344;2023-08-10T10:00:00+10:00;Cyprus
TR;Gaziantep;Gaziantep - Fevzi Çakmak;37.0779359321845, 37.354670364418;PM2.5;Turkiye;µg/m³;19.369;2023-05-31T10:00:00+10:00;Turkey
US;Hartford-West Hartford-East Hartford;East Hartford;41.7847, -72.6297;O3;AirNow;ppm;0.039;2023-05-31T09:00:00+10:00;United States
FR;Haute-Garonne;FR12021;43.6236195829158, 1.43860701175321;PM10;EEA France;µg/m³;15.6;2023-08-10T07:00:00+10:00;France
FR;Haute-Savoie;FR33203;45.9096976785902, 6.11824573708124;NO2;EEA France;µg/m³;27.5;2023-08-10T07:00:00+10:00;France
AR;Buenos Aires;CENTENARIO;-34.60638, -58.43194;CO;Buenos Aires;ppm;0.51;2023-08-10T01:00:00+10:00;Argentina
DE;Hessen;DEHE013;51.314248, 9.483397;O3;EEA Germany;µg/m³;84.39675903;2023-07-14T20:00:00+10:00;Germany
GB;Wandsworth;Wandsworth - Putney;51.4650325059122, -0.215824580947572;PM10;London Air Quality Network;µg/m³;7.0;2023-08-10T06:00:00+10:00;United Kingdom
AT;Niederösterreich;AT30701;48.5288888883562, 15.9427777777778;O3;EEA Austria;µg/m³;62.657;2023-08-10T04:00:00+10:00;Austria
AU;Southern Tablelands;Goulburn;-34.734444, 149.724167;O3;Australia - New South Wales;ppm;0.017;2022-11-23T09:00:00+10:00;Australia
US;Casper;Casper Gaseous;42.82231, -106.36501;NO2;AirNow;ppm;0.006;2023-05-31T01:00:00+10:00;United States
CA;ONTARIO;Sault Ste Marie;46.5331, -84.3094;NO2;AirNow;ppm;0.003;2023-07-18T02:00:00+10:00;Canada
ES;Murcia;ES0651A;37.6033333294806, -0.91333333;NO;EEA Spain;µg/m³;1.1;2023-08-10T07:00:00+10:00;Spain
US;CLAY;Vermillion;42.789453, -96.903867;O3;AirNow;ppm;0.062;2023-05-31T09:00:00+10:00;United States
IN;;Manali Village, Chennai - TNPCB;13.166200000000002, 80.2584;O3;caaqm;µg/m³;24.33;2022-10-31T12:00:00+10:00;India
ES;Cádiz;ES1479A;36.5060199994861, -6.26857;O3;EEA Spain;µg/m³;69.0;2023-08-10T07:00:00+10:00;Spain
TR;İzmir;İzmir - Şirinyer İBB;38.3825, 27.148333;SO2;Turkiye;µg/m³;5.991;2023-05-31T10:00:00+10:00;Turkey
TR;Samsun;Samsun - Bafra;41.5620051447522, 35.9082301213086;SO2;Turkiye;µg/m³;5.803;2023-05-31T10:00:00+10:00;Turkey
GB;Glasgow;Glasgow Townhead;55.865782, -4.243631;PM10;DEFRA;µg/m³;6.0;2023-08-10T10:00:00+10:00;United Kingdom
US;ST. LOUIS;Rider Trail I-70;38.75264, -90.44884;NO2;AirNow;ppm;0.017;2023-05-31T09:00:00+10:00;United States
IN;;Major Dhyan Chand National Stadium, Delhi - DPCC;28.611281, 77.237738;CO;caaqm;µg/m³;300.0;2022-10-31T10:00:00+10:00;India
CZ;Hlavní město Praha;CZ0AVYN;50.1110801696777, 14.503095626831103;O3;EEA Czech Republic;µg/m³;6.6;2023-08-10T08:00:00+10:00;Czech Republic
AU;South East Queensland;Mutdapilly;-27.752799999999997, 152.6509;PM10;Australia - Queensland;µg/m³;21.8;2023-08-10T10:00:00+10:00;Australia
TH;Bangkok;Chomthong District Office, Bangkok;13.677757, 100.483861;PM10;Air4Thai;µg/m³;22.0;2022-08-26T17:00:00+10:00;Thailand
MX;Puebla;Universidad Tecnológica de Puebla;19.071888888888996, -98.151722222222;PM2.5;Sinaica Mexico;µg/m³;10.4813333333333;2023-08-09T12:00:00+10:00;Mexico
US;Reno-Sparks;Plumb-Kit;39.506, -119.789;PM10;AirNow;µg/m³;33.0;2018-01-04T23:00:00+10:00;United States
TR;Ankara;Ankara-Çankaya;39.8574335115078, 32.8584605455398;PM2.5;Turkiye;µg/m³;3.492;2023-05-31T10:00:00+10:00;Turkey
US;Kansas City;WY/KC;39.1175, -94.6356;PM2.5;AirNow;µg/m³;9.8;2023-05-31T09:00:00+10:00;United States
AU;;South Gladstone;-23.8626, 151.27;PM10;Australia - Queensland;µg/m³;7.3;2021-12-09T10:00:00+10:00;Australia
US;DEWEY;Seiling;36.1589, -98.9353;PM10;AirNow;µg/m³;18.0;2023-05-31T09:00:00+10:00;United States
IN;;JN Stadium, Shillong - Meghalaya PCB;25.580341900000004, 91.8942571;PM10;caaqm;µg/m³;24.74;2022-10-15T15:45:00+10:00;India
TH;Sukhothai;Le Thai Community Park;17.006059, 99.81927;O3;Air4Thai;ppm;0.025;2023-05-22T05:00:00+10:00;Thailand
US;San Francisco-Oakland-Fremont;Oakland;37.743061, -122.169907;PM2.5;AirNow;µg/m³;3.0;2023-05-31T09:00:00+10:00;United States
PL;Poznań;Poznań, ul. Dąbrowskiego;52.420319, 16.877289;BC;GIOS;µg/m³;0.36101;2023-06-15T09:00:00+10:00;Poland
US;Yuba City;Yuba City;39.1389, -121.6175;PM2.5;AirNow;µg/m³;11.0;2019-04-19T23:00:00+10:00;United States
CY;Λάρνακα - Κυκλοφοριακός Σταθμός;Larnaca - Traffic Station;34.9166667, 33.627500000000055;CO;Republic of Cyprus Department of Labor Inspection;µg/m³;396.299;2023-08-10T10:00:00+10:00;Cyprus
US;Stockton;Stockton - Universit;37.961578, -121.281414;NOX;AirNow;ppm;0.0021;2023-05-31T09:00:00+10:00;United States
BE;Hainaut;BETR512;50.4078101998156, 4.39589711703924;PM2.5;EEA Belgium;µg/m³;7.0045;2023-08-10T08:00:00+10:00;Belgium
ES;Castellón/Castelló;ES1691A;39.9305555494713, -0.60333333;NO;EEA Spain;µg/m³;2.0;2023-08-10T07:00:00+10:00;Spain
US;Richmond;Richmond City Near R;37.59088, -77.46925;PM2.5;AirNow;µg/m³;19.9;2022-05-20T22:00:00+10:00;United States
US;Asheville;BDED;35.6075, -82.5833;PM2.5;AirNow;µg/m³;16.0;2019-08-13T01:00:00+10:00;United States
CO;;MED-ARAN - Medellín, Aranjuez - I.E Ciro Mendia;6.2934599, -75.556427;PM2.5;Medellin;µg/m³;40.3109;2019-09-06T08:00:00+10:00;Colombia
TR;Hatay;Hatay - Vali Kavşağı;36.208363, 36.1591205029142;PM2.5;Turkiye;µg/m³;351.45;2023-02-07T15:00:00+10:00;Turkey
PT;Setúbal;PT03095;38.658611, -9.066944;NO2;EEA Portugal;µg/m³;4.1;2023-06-15T15:00:00+10:00;Portugal
PL;Radzyń Podlaski;Radzyń Podlaski, ul. Sitkowskiego;51.78, 22.625944;PM10;GIOS;µg/m³;41.36;2023-06-15T08:00:00+10:00;Poland
US;PRINCE EDWARD;Prince Edward;37.17, -78.31;O3;AirNow;ppm;0.026;2023-05-31T05:00:00+10:00;United States
US;Louisville;Algonquin Parkway;38.23158, -85.82675;PM2.5;AirNow;µg/m³;5.2;2023-05-31T09:00:00+10:00;United States
TH;Chiang Rai;Chiang Khong District Public Health Office;20.258611, 100.407778;PM2.5;Air4Thai;µg/m³;12.0;2022-11-24T15:00:00+10:00;Thailand
DE;Thüringen;DETH061;50.791616, 11.661233;PM2.5;EEA Germany;µg/m³;4.9024353;2023-08-01T07:00:00+10:00;Germany
AE;Al Ain;Al Ain Islamic Institute;24.219, 55.7348;O3;adairquality-ae;µg/m³;62.97;2023-07-13T18:00:00+10:00;United Arab Emirates
ES;Pallejà;Pallejà;41.41528, 1.9905012;SO2;catalonia-mediambient;µg/m³;1.0;2023-08-10T07:00:00+10:00;Spain
IN;;Collectorate, Gaya - BSPCB;24.7955, 84.9994;SO2;caaqm;µg/m³;9.4;2022-10-31T12:00:00+10:00;India
TR;Bursa;Bursa-Nilüfer;40.2099231544097, 28.9628083316992;CO;Turkiye;µg/m³;2259.89;2023-04-12T20:00:00+10:00;Turkey
US;SAN LUIS OBISPO;Temporary PM2.5 Cres;35.526644, -120.521368;PM2.5;AirNow;µg/m³;-2.0;2021-03-07T01:00:00+10:00;United States
TR;İzmir;İzmir - Karabağlar;38.38233, 27.10673;O3;Turkiye;µg/m³;12.912;2023-05-31T10:00:00+10:00;Turkey
TR;Eskişehir;Seyyar - 2 (06 THL 79) - Eskişehir - İnönü;39.8164741862881, 30.1428703711639;SO2;Turkiye;µg/m³;11.796;2023-01-12T04:00:00+10:00;Turkey
US;Sheridan;Sheridan Mobile;44.80353, -106.961763;SO2;AirNow;ppm;0.0;2018-09-19T00:00:00+10:00;United States
US;WASHINGTON;Blair;41.550658, -96.146622;PM2.5;AirNow;µg/m³;-1.0;2022-05-21T07:00:00+10:00;United States
CZ;;CZ0MOLJ;49.6016364785903, 17.2378618184979;NO2;EEA Czech Republic;µg/m³;13.6;2018-04-26T03:00:00+10:00;Czech Republic
US;Durham;Burdens Creek;35.889402, -78.8747;O3;AirNow;ppm;0.027;2023-05-31T09:00:00+10:00;United States
DE;Hessen;DEHE011;50.13577, 8.92157;SO2;EEA Germany;µg/m³;0.79889536;2023-01-25T10:00:00+10:00;Germany
IN;;Karve Road, Pune - MPCB;18.5011743, 73.8165527;PM2.5;caaqm;µg/m³;1060.0;2022-10-10T21:15:00+10:00;India
AT;;Innsbruck Reichenau;47.27166501451473, 11.417766924215941;NO2;EEA Austria;µg/m³;80.0;2016-12-12T19:00:00+10:00;Austria
AT;Steiermark;AT60178;47.2157029994648, 15.628392;NO2;EEA Austria;µg/m³;6.34598255;2023-08-10T04:00:00+10:00;Austria
TH;Tak;Taksin Stadium, Muang Tak Municipality;16.883611, 99.123056;PM2.5;Air4Thai;µg/m³;14.0;2022-05-26T16:00:00+10:00;Thailand
AU;Sydney East;Cook And Phillip;-33.8725, 151.213333;PM10;Australia - New South Wales;µg/m³;11.7;2022-10-05T04:00:00+10:00;Australia
US;Kansas City;Blue Ridge I-70;39.047911, -94.450513;NOX;AirNow;ppm;0.0059;2023-05-04T02:00:00+10:00;United States
CL;;Nueva  Aldea;-36.659117056491, -72.479961370361;PM10;Chile - SINCA;µg/m³;0.0;2017-12-02T17:00:00+10:00;Chile
TW;苗栗縣;Sanyi;24.382942, 120.758833;NO2;Taiwan;ppm;0.0095;2021-05-17T15:00:00+10:00;Taiwan, China
US;Salinas;Salinas AMS;36.694261, -121.623271;O3;AirNow;ppm;0.036;2023-05-31T09:00:00+10:00;United States
TH;Prachuap Khiri Khan;Hua Hin Weather Station Prachuap Khiri Khan Meteorological Station;12.577835, 99.953663;CO;Air4Thai;ppm;0.17;2022-08-05T16:00:00+10:00;Thailand
DE;Bremen;DEHB004;53.180946, 8.625456;SO2;EEA Germany;µg/m³;1.02;2023-08-10T07:00:00+10:00;Germany
DE;Sachsen-Anhalt;DEST029;51.803534, 11.738962;NO;EEA Germany;µg/m³;0.3788985;2023-08-01T07:00:00+10:00;Germany
AT;Oberösterreich;AT4S409;48.0494444439108, 14.4427777777778;NO2;EEA Austria;µg/m³;3.84499979;2023-08-10T04:00:00+10:00;Austria
TW;高雄市;Daliao;22.564136, 120.425311;SO2;Taiwan;ppm;0.0012;2021-05-17T14:00:00+10:00;Taiwan, China
AU;Central Queensland;Emerald;-23.5208, 148.1653;PM10;Australia - Queensland;µg/m³;19.4;2023-08-10T10:00:00+10:00;Australia
PT;Leiria;PT02019;39.923889, -8.891667;SO2;EEA Portugal;µg/m³;1.7;2023-06-15T15:00:00+10:00;Portugal
TR;Aydın;Adnan Menderes;;NO2;Turkey;µg/m³;111.0;2016-08-02T16:00:00+10:00;Turkey
CZ;Sachsen;DESN053;50.428488, 12.953459;SO2;EEA Germany;µg/m³;0.5;2023-07-14T20:00:00+10:00;Czech Republic
IN;;Loni, Ghaziabad - UPPCB;28.757294, 77.278792;PM2.5;caaqm;µg/m³;224.0;2022-10-31T12:00:00+10:00;India
FR;;FR19010;48.1108129462492, -1.68282300489394;O3;EEA France;µg/m³;33.4;2022-12-01T22:00:00+10:00;France
RO;Argeş;RO0102A;44.7556249994632, 24.97548;NO2;EEA Romania;µg/m³;3.25003119;2023-05-09T17:00:00+10:00;Romania
IN;;Mandir Marg, New Delhi - DPCC;28.6372688, 77.2005604;PM10;caaqm;µg/m³;251.0;2018-05-12T14:30:00+10:00;India
FR;French Guiana;FR40007;4.84816101287231, -52.3238110279961;NO;EEA France;µg/m³;0.3;2023-08-10T05:00:00+10:00;France
AT;Steiermark;AT60172;47.0692399994646, 15.431945;CO;EEA Austria;µg/m³;215.6555;2023-08-10T04:00:00+10:00;Austria
MN;Эрдэнэт хот;Эрдэнэт1;49.01938888888889, 104.04527777777777;PM10;Tsag-Agaar.gov.mn;µg/m³;36.0;2019-01-16T10:00:00+10:00;Mongolia
US;Milwaukee-Waukesha-West Allis;WAUKESHA - CLEVELAND;43.0203, -88.215;PM10;AirNow;µg/m³;27.0;2023-05-31T09:00:00+10:00;United States
US;GARFIELD;Escalante;37.771861, -111.61541;O3;AirNow;ppm;0.055;2022-05-25T02:00:00+10:00;United States
US;Pittsburgh;Charleroi;40.1469, -79.9033;O3;AirNow;ppm;0.057;2023-05-31T09:00:00+10:00;United States
TH;Kanchanaburi;Si Sawat District Office;14.600278, 99.114444;PM2.5;Air4Thai;µg/m³;3.0;2022-05-18T10:00:00+10:00;Thailand
IT;Piacenza;IT1924A;44.989444, 10.019167;PM2.5;EEA Italy;µg/m³;14.0;2020-05-06T09:00:00+10:00;Italy
GB;Plymouth;Plymouth Centre;50.37167, -4.142361;O3;DEFRA;µg/m³;23.0;2023-08-10T10:00:00+10:00;United Kingdom
SK;Košický kraj;SK0267A;48.7262669994678, 21.258836;CO;EEA Slovakia;µg/m³;258.332;2023-05-31T13:00:00+10:00;Slovakia
IN;;Lodhi Road, Delhi - IITM;28.588333000000002, 77.22166700000001;PM2.5;caaqm;µg/m³;42.3;2022-08-02T19:30:00+10:00;India
BE;Antwerpen;BELLD02;51.1203841374963, 5.02154597760984;NO2;EEA Belgium;µg/m³;7.0;2023-08-10T08:00:00+10:00;Belgium
ZA;City of Cape Town;Khayelitsha - WC Province;-34.038139, 18.66965;NO2;South Africa;ppm;0.009145;2023-05-31T09:00:00+10:00;South Africa
CZ;Hlavní město Praha;CZ0ALIB;50.0073051452637, 14.44593334198;NO2;EEA Czech Republic;µg/m³;27.5;2023-08-10T08:00:00+10:00;Czech Republic
ZA;Nkangala;Phola;-25.995669, 29.038164;NO;South Africa;ppm;0.001975;2023-05-30T07:00:00+10:00;South Africa
US;Phoenix-Mesa-Scottsdale;South Scottsdale;33.4797, -111.9172;O3;AirNow;ppm;0.04;2023-05-31T09:00:00+10:00;United States
TH;Yala;White Elephant Park;6.546205, 101.283137;O3;Air4Thai;ppm;0.005;2023-05-31T10:00:00+10:00;Thailand
CY;Λευκωσία;CY0006A;35.1269753273788, 33.3316292911412;SO2;EEA Cyprus;µg/m³;0.5406553;2023-08-10T10:00:00+10:00;Cyprus
TH;Phitsanulok;Chom Nan Chaloem Phrakiat Public Park;16.820833, 100.258056;O3;Air4Thai;ppm;0.029;2023-05-31T10:00:00+10:00;Thailand
HK;Hong Kong;Southern;22.24743, 114.16015;SO2;Hong Kong;µg/m³;5.6;2023-05-31T10:00:00+10:00;Hong Kong, China
US;BENEWAH;Plummer CDA Tribe;47.3386, -116.885902;PM2.5;AirNow;µg/m³;5.0;2023-05-31T09:00:00+10:00;United States
IN;;Motilal Nehru NIT, Prayagraj - UPPCB;25.494, 81.863;SO2;caaqm;µg/m³;15.63;2022-10-31T12:00:00+10:00;India
IT;Pisa;IT1110A;43.738889, 10.401667;PM10;EEA Italy;µg/m³;12.0;2023-08-09T10:00:00+10:00;Italy
US;FRESNO;Tranquillity;36.6324, -120.3822;PM2.5;AirNow;µg/m³;1.5;2023-05-31T09:00:00+10:00;United States
TH;Lampang;Mae Mo, Mae Mo;18.279680637193, 99.663144703624;O3;Thailand;ppm;0.019;2020-09-23T14:00:00+10:00;Thailand
MX;Tlajomulco de Zúñiga;Santa Fe;20.529149444444, -103.37717944444;O3;Sinaica Mexico;ppm;0.053229;2023-04-29T03:00:00+10:00;Mexico
ES;Cádiz;ES0633A;36.174699999488, -5.43277;SO2;EEA Spain;µg/m³;7.0;2023-08-10T06:00:00+10:00;Spain
TR;İstanbul;İstanbul - Beşiktaş;41.053889, 29.01;SO2;Turkiye;µg/m³;2.5;2023-05-31T10:00:00+10:00;Turkey
DE;Niedersachsen;DENI048;52.359478, 9.7155;PM10;EEA Germany;µg/m³;7.97235;2023-08-10T07:00:00+10:00;Germany
GB;Bexley;Bexley - Belvedere West;51.4946486813055, 0.137279111232178;O3;London Air Quality Network;µg/m³;31.1;2023-08-10T10:00:00+10:00;United Kingdom
TR;Adana;Adana-Çukurova;37.0400888850044, 35.2698772994523;PM10;Turkiye;µg/m³;39.198;2023-05-31T10:00:00+10:00;Turkey
US;Stockton;Stockton - Hazelton;37.95075, -121.26897;NO2;AirNow;ppm;0.007;2021-11-06T03:00:00+10:00;United States
PL;Włoszczowa;Włoszczowa, ul. Kilińskiego;50.850321, 19.97199;SO2;GIOS;µg/m³;1.6;2023-06-15T09:00:00+10:00;Poland
GB;Yorkshire & Humberside;Sheffield Barnsley Road;53.40495, -1.455815;PM2.5;DEFRA;µg/m³;4.0;2023-08-08T03:00:00+10:00;United Kingdom
ES;Córdoba;ES2047A;37.8925999994792, -4.7801;NO2;EEA Spain;µg/m³;21.0;2023-08-10T07:00:00+10:00;Spain
MX;Puebla;Agua Santa;18.987583333332996, -98.250388888889;CO;Sinaica Mexico;ppm;0.114148809523809;2023-08-09T04:00:00+10:00;Mexico
US;San Luis Obispo-Paso Robles;SLO Roberto;35.259473, -120.644493;PM2.5;AirNow;µg/m³;15.0;2022-05-25T17:00:00+10:00;United States
CA;PRINCE EDWARD ISLAND;CHARLOTTETOWN;46.2406, -63.1306;PM2.5;AirNow;µg/m³;4.3;2023-08-10T09:00:00+10:00;Canada
ES;Madrid;ES1752A;40.4549999994696, -3.48417;O3;EEA Spain;µg/m³;29.0;2023-08-10T07:00:00+10:00;Spain
BE;Brussels-Capital Region;BETR012;50.796632, 4.358539;O3;EEA Belgium;µg/m³;25.0;2023-08-10T08:00:00+10:00;Belgium
GB;Barnsley;Barnsley Gawber;53.56292, -1.5104359999999997;NO2;DEFRA;µg/m³;24.0;2023-08-10T10:00:00+10:00;United Kingdom
CA;BRITISH COLUMBIA;Hope;49.36972, -121.49944;NO;AirNow;ppm;0.0014;2023-08-10T09:00:00+10:00;Canada
TR;Muğla;Muğla - Milas;37.3111693396322, 27.7827169794262;NO2;Turkiye;µg/m³;55.01;2023-05-31T10:00:00+10:00;Turkey
IN;;Sector-2 IMT, Manesar - HSPCB;28.360699, 76.93609;O3;caaqm;µg/m³;4.52;2022-10-31T11:45:00+10:00;India
AT;;Wolfsberg Hauptschule;46.83528676580184, 14.84421091243303;PM10;EEA Austria;µg/m³;39.0;2016-12-12T19:00:00+10:00;Austria
PL;Zabrze;Zabrze, ul. M. Curie-Skłodowskiej;50.3165, 18.772375;CO;GIOS;µg/m³;214.91;2023-06-15T09:00:00+10:00;Poland
ZA;Alfred Nzo;Lebone;-25.5956514035919, 27.1256297242044;PM2.5;South Africa;µg/m³;1.0;2023-04-04T22:00:00+10:00;South Africa
FR;Nord;FR10029;50.9959079994751, 2.365994;O3;EEA France;µg/m³;43.4;2023-08-10T07:00:00+10:00;France
ES;Bizkaia;ES0110A;43.302777769464, -2.97722222;PM10;EEA Spain;µg/m³;25.0;2023-08-10T07:00:00+10:00;Spain
AU;Gladstone;Memorial Park;-23.8443, 151.2517;NO2;Australia - Queensland;ppm;0.012;2018-05-10T16:00:00+10:00;Australia
US;HAWAII;Waikoloa-21;19.977467, -155.798067;PM2.5;AirNow;µg/m³;3.0;2023-05-31T09:00:00+10:00;United States
NO;;Bakke kirke;63.43293, 10.41067;NO2;Norway;µg/m³;0.534639;2020-10-12T10:00:00+10:00;Norway
US;ST. BERNARD;Meraux;29.940001, -89.919998;O3;AirNow;ppm;0.045;2023-05-31T09:00:00+10:00;United States
IN;;Okhla Phase-2, Delhi - DPCC;28.5366411, 77.2664587;NO2;caaqm;µg/m³;14.1;2018-05-12T15:30:00+10:00;India
ZA;Gert Sibande;Sivukile;-26.741956, 29.608826;SO2;South Africa;ppm;0.002485;2023-05-30T07:00:00+10:00;South Africa
IT;Civitavecchia;S.Agostino;42.159947, 11.742631;O3;ARPALAZIO;µg/m³;38.0;2023-08-08T10:00:00+10:00;Italy
US;CA8 - ARB;Vichy Elementary Sch;38.335, -122.258027;PM2.5;AirNow;µg/m³;-1.0;2017-12-03T23:00:00+10:00;United States
MX;Saltillo;Finanzas;25.421472222222004, -100.99686111111;PM10;Sinaica Mexico;µg/m³;28.763;2023-08-05T07:00:00+10:00;Mexico
IN;;SAC ISRO Bopal, Ahmedabad - IITM;23.041136999999996, 72.45669099999999;PM10;caaqm;µg/m³;52.9;2022-06-22T18:45:00+10:00;India
DE;Bayern;DEBY115;48.149606, 11.536513;O3;EEA Germany;µg/m³;0.0;2019-11-19T12:00:00+10:00;Germany
FR;Rhône;FR20062;45.7577305095241, 4.85421731764382;PM10;EEA France;µg/m³;12.2;2023-08-10T07:00:00+10:00;France
US;Santa Barbara-Santa Maria;Santa Barbara;34.4278, -119.6903;CO;AirNow;ppm;0.16;2017-06-20T02:00:00+10:00;United States
ES;Sevilla;ES1519A;37.4298599994814, -5.98039;O3;EEA Spain;µg/m³;39.0;2023-08-10T07:00:00+10:00;Spain
